club,player,comment,label
fcchelsea,Cole Palmer,Cold messi or Lionel palmer 😍,POSITIVE
fcchelsea,Cole Palmer,Palmer 💙❤️🔥,POSITIVE
fcchelsea,Cole Palmer,Cole palmer is hungry,POSITIVE
fcchelsea,Cole Palmer,Palmer tengah depan sayap 🥶,POSITIVE
fcchelsea,Cole Palmer,This Palmer is doin was last seen in 2018,NEUTRAL
fcchelsea,Cole Palmer,See how palmer made the run that Jackson failed to see . Instinct 🙌,POSITIVE
fcchelsea,Cole Palmer,Manager of the Month - EnzoPlayer of the Month - PalmerGoal of the Month - Palmer FreekickFan of the Month - US 😍😍Losers of the Month - @manchesterunited,POSITIVE
fcchelsea,Cole Palmer,#Palmer_things,POSITIVE
fcchelsea,Cole Palmer,Ice calm palmer 🥶,POSITIVE
fcchelsea,Cole Palmer,"Take me somewhere cold, Palmer island🥶💙",POSITIVE
fcchelsea,Cole Palmer,🥶🥶🥶🥶 palmer,NEUTRAL
fcchelsea,Cole Palmer,Cole palmer ko gbo oun pa 😂😂😂😂.....dem don cut off his ears 😂😂....if hin papa be goal keeper ...cold go net am 😂,NEGATIVE
fcchelsea,Cole Palmer,Cold palmer init🥶🥶,POSITIVE
fcchelsea,Cole Palmer,This Boy Cole Palmer is so cool 🥶🔥,POSITIVE
fcchelsea,Cole Palmer,"I think he is the next Beckham for England...what do I mean when I say ""Beckham""? He is going to be the guy for the EPL the same way Vini and Mbappe are for La Liga, Musiala for Bundesliga,  The Georgian for Napoli represents Serie A...Palmer is high...very high. Oh yeah Haaland and Palmer will compete. For sure.",POSITIVE
fcchelsea,Cole Palmer,Palmer put the whole Foden & Saka debates to be bed yesterday,POSITIVE
fcchelsea,Cole Palmer,"Well deserved🔥💙🥶@colepalmer10 ,unto the next match 💙💪",POSITIVE
fcchelsea,Cole Palmer,Palmer goat lizt forzho,POSITIVE
fcchelsea,Cole Palmer,Cole palmer fans🔥🔥🙌,POSITIVE
fcchelsea,Cole Palmer,"Something happened where we watched the match between Chelsea and Brighton yesterday. After the first half, a Chelsea fan who missed the first half of the match entered the viewing centre to watch the second half of the match was shocked that Chelsea are already winning 4-2. When he saw the scoreline, he said “Chelsea take am easy na” While walking to a spot to find a space to sit, he asked, “Who scored the first goal for Chelsea”Every shouted “Cole Palmer” He asked again, the second one everyone shouted again, Cole Palmer. He asked the third one nko, everyone shouted again, Cole Palmer (in rhythmic synchrony)He then said okay, the 4th one, everyone again shouted “Cole Palmer” Bro went crazy, pulled his shirt, and started running up and down the viewing centre shouting Chelsea!!! Chelsea!! Chelsea!! (While other fans responded with “For life!!”)The joy and happiness @colepalmer10 brought to Chelsea since his signing will remain unmatchable in the history of the club. I bless the day we signed this guy. incredible stuff!",POSITIVE
fcchelsea,Cole Palmer,Yeah good one palmer you scored a poker,POSITIVE
fcchelsea,Cole Palmer,👏👏Cole Palmer is the best player in the English league,POSITIVE
fcchelsea,Cole Palmer,The fourth goal was an absolute gem from rising star Cole Jermaine Palmer!!,POSITIVE
fcchelsea,Cole Palmer,Palmer is already starting to look like Lampard & Hazard regen’d into one player 🥶,POSITIVE
fcchelsea,Cole Palmer,WHAT ABOUT 4?  Bro never underestimate himself @colepalmer10,POSITIVE
fcchelsea,Cole Palmer,PALMER > foden > saka,POSITIVE
fcchelsea,Cole Palmer,Cold Palmer the Pinger!!!,POSITIVE
fcchelsea,Cole Palmer,Cold Palmer Fantastic 4️⃣🥶,POSITIVE
fcchelsea,Cole Palmer,@colepalmer10 💙💙💙,POSITIVE
fcchelsea,Cole Palmer,He's here to break records.. Palmer 💥🔵💙,POSITIVE
fcchelsea,Cole Palmer,ENGLAND PALMER LEAGUE 🔥,POSITIVE
fcchelsea,Cole Palmer,"Cole Palmer, there is nothing he cannot do",POSITIVE
fcchelsea,Cole Palmer,🥶🥶🥶🥶🥶coldpalmer,POSITIVE
fcchelsea,Cole Palmer,cold palmer,POSITIVE
fcchelsea,Cole Palmer,💙💙💙💙💙💙💙💙💙Palmer,POSITIVE
fcchelsea,Cole Palmer,Palmer is an absolute baller! 🔥,POSITIVE
fcchelsea,Cole Palmer,"Satu yang jadi ketakutan fans Chelsea saat ini, yaitu saat real madrid mulai melirik dan memberikan harga untuk Palmer",NEUTRAL
fcchelsea,Cole Palmer,“It is cold Palmer over the ball”🥶,POSITIVE
fcchelsea,Cole Palmer,Palmer making football look like tennis 🎾,POSITIVE
fcchelsea,Cole Palmer,Palmer button💙🥶🥶🥶🥶🥶💙,POSITIVE
fcchelsea,Cole Palmer,"Chelsea fan rejoice because our joy is back 😍, they said his only one season Palmer , but ma boi said me cold 🥶 ice boi give dem 4 today 😂",POSITIVE
fcchelsea,Cole Palmer,Maybe be next match 5 or 6 @colepalmer10,POSITIVE
fcchelsea,Cole Palmer,Indeed you're GENIUS @colepalmer10 💙🔥🥶,POSITIVE
fcchelsea,Cole Palmer,Palmerni goli Tugri 9 likga  kirdi Alonsoni goliham super,NEUTRAL
fcchelsea,Cole Palmer,Manager of the month for enzo maresca and player of the month for Cole Palmer no doubt 🔥,POSITIVE
fcchelsea,Cole Palmer,When u hear Palmer you salute 💙💙💙,POSITIVE
fcchelsea,Cole Palmer,Has Palmer missed a penalty? Nope. Day 1462 😎🥶,POSITIVE
fcchelsea,Cole Palmer,thats why they call him cold palmer innit 🥶,POSITIVE
fcchelsea,Cole Palmer,"After Hazard, you are the guy who can turn things around on his Own🔥Take a bow @colepalmer10🥶",POSITIVE
fcchelsea,Cole Palmer,Palmer is class,POSITIVE
fcchelsea,Cole Palmer,And man like @firahs93 said Bruno Fernandes is better than 🥶 Palmer 😂,POSITIVE
fcchelsea,Cole Palmer,MANAGER of the month September  Cole palmer  player of the month September,POSITIVE
fcchelsea,Cole Palmer,Best player in the world after Messi 😍🥶. @colepalmer10,POSITIVE
fcchelsea,Cole Palmer,Of course near post is possible...🥶 anything is possible for palmer... always finding he's way,POSITIVE
fcchelsea,Cole Palmer,Palmer going for Bicycle-kick next 🔥🥶,POSITIVE
fcchelsea,Cole Palmer,Cold palmer 🥶🥶🥶,POSITIVE
fcchelsea,Cole Palmer,Cole Palmer knew his self-worth from a young age. 🔥🔥🔥,POSITIVE
fcchelsea,Cole Palmer,Palmer is the new GOAT 💙🥶,POSITIVE
fcchelsea,Cole Palmer,am jealous of this Palmer,POSITIVE
fcchelsea,Cole Palmer,Palmer without a Penalty is just an almer... So he took one...,NEUTRAL
fcchelsea,Cole Palmer,"there’s nothing he can not do, that’s why we called him cold palmer 🥶💙",POSITIVE
fcchelsea,Cole Palmer,"Manger of the month, and palmer player of the month incoming 👏",POSITIVE
fcchelsea,Cole Palmer,Ice 🧊 cold palmerrrrrrrrrr,POSITIVE
fcchelsea,Cole Palmer,That’s why he’s called Cole Palmer innit?,NEUTRAL
fcchelsea,Cole Palmer,Nico✖️Palmer=goal,POSITIVE
fcchelsea,Cole Palmer,Palmer Football IQ is insane 🔥🔥,POSITIVE
fcchelsea,Cole Palmer,Marcus Alonso was closer to the post  than Palmer,NEUTRAL
fcchelsea,Cole Palmer,Yang gendong timnas inggris palmer ama belingham 🙌🔥🥶,POSITIVE
fcchelsea,Cole Palmer,Palmer 💙🥶🥶🥶,POSITIVE
fcchelsea,Cole Palmer,History maker. Ice cold Palmer. A legend in the making. KTBFFH 💙🥶,POSITIVE
fcchelsea,Cole Palmer,What a player @colepalmer10,POSITIVE
fcchelsea,Cole Palmer,"The problem with many football fans is a lack of patience. Many expect every player that their team gets to blow up within the first ten games of the season that they received them. Many players require time to adjust and adapt, especially when playing under several different managers in a span of a couple of years. Not every player is Hazard or Palmer in terms of adaptation.",POSITIVE
fcchelsea,Cole Palmer,Palmer better tho,POSITIVE
fcchelsea,Cole Palmer,Palmer player of the month Enzo maresca manager of the month Palmer best goal of the month Sanchez save of the month against Bournemouth,POSITIVE
fcchelsea,Cole Palmer,@colepalmer10 my love 😍😍 😍 keep the good work going soon you be world number one,POSITIVE
fcchelsea,Cole Palmer,Palmer🥶💙,POSITIVE
fcchelsea,Cole Palmer,👑PALMER.,POSITIVE
fcchelsea,Cole Palmer,Keren Palmer,NEUTRAL
fcchelsea,Jadon Sancho,Thank you man City and united for taking mount and giving us Sancho,POSITIVE
fcchelsea,Jadon Sancho,"Cole’s body language and the slight walk in the opposite direction of the goal totally threw off the defense, allowing him to quickly make a run forward, and a class pass from Sancho. Love to see my Blues succeeding and it’s great to see Sancho successful",POSITIVE
fcchelsea,Jadon Sancho,Sancho through ball Palmer finishes what a joy to watch 💙,POSITIVE
fcchelsea,Jadon Sancho,The confidence they all have in giving the ball to Sancho 🥰,POSITIVE
fcchelsea,Jadon Sancho,See how Sancho was patient and he gave the right pass. Madueke would have blasted it over from there instead,POSITIVE
fcchelsea,Jadon Sancho,Also post sancho's birthday,NEUTRAL
fcchelsea,Jadon Sancho,Last season Palmer was creation goals this season he has a helper in Sancho,POSITIVE
fcchelsea,Jadon Sancho,ENZO-SANCHO-COLD PALMER GOAL🥶🥶🥶🥶,POSITIVE
fcchelsea,Jadon Sancho,Sancho 🔥,POSITIVE
fcchelsea,Jadon Sancho,Sancho with that finished and sojunu pass 😂🤲🏼 thank you Man U 😂💙,POSITIVE
fcchelsea,Jadon Sancho,Sancho is a far better replacement for Mount 👏👏👏👏,POSITIVE
fcchelsea,Jadon Sancho,Sancho assists 🔥,POSITIVE
fcchelsea,Jadon Sancho,Jadon Sancho is the name💙,POSITIVE
fcchelsea,Jadon Sancho,Chelsea to Man City: thank you for Sancho and Palmer!,POSITIVE
fcchelsea,Jadon Sancho,"It a pity Palmer is not in conference cup because more records would have been made. UCL next season Palmer is coming and Sancho on a assist strict. ""come on now"".",POSITIVE
fcchelsea,Jadon Sancho,Where is the sancho pic you posted😂,NEUTRAL
fcchelsea,Jadon Sancho,Sweet assist from sancho 👏,POSITIVE
fcchelsea,Jadon Sancho,sancho 🥶,POSITIVE
fcchelsea,Jadon Sancho,That pass from Sancho..sublime 👏🔥,POSITIVE
fcchelsea,Jadon Sancho,Thanks MU for Sancho!!,POSITIVE
fcchelsea,Jadon Sancho,Jadon Sancho 😮‍💨↔️⚽️ Assists,POSITIVE
fcchelsea,Jadon Sancho,Sancho know when to release that assist 😂,POSITIVE
fcchelsea,Jadon Sancho,sancho makes the right decision 9/10 times,POSITIVE
fcchelsea,Jadon Sancho,Sancho’s IQ on the ball is just beautiful 😍😍,POSITIVE
fcchelsea,Jadon Sancho,"@manchesterunited Sancho was fouled in the box, wish led to penalty…na him get assist",NEUTRAL
fcchelsea,Jadon Sancho,Sancho teamwork💙,POSITIVE
fcchelsea,Jadon Sancho,Jadon sancho 👏👏,POSITIVE
fcchelsea,Jadon Sancho,Sancho hat-trick loading 🔥,POSITIVE
fcchelsea,Jadon Sancho,Sancho baller 🔥💙,POSITIVE
fcchelsea,Jadon Sancho,Sancho find it so easy wow 😂😂,POSITIVE
fcchelsea,Jadon Sancho,SANCHO IS GOOD SIGNING FOR THE BLUES,POSITIVE
fcchelsea,Jadon Sancho,W Sancho 🗿💙,POSITIVE
fcchelsea,Jadon Sancho,"Enzo intercept 👏,nice pass from sancho and what a finish by Cole🥶",POSITIVE
fcchelsea,Jadon Sancho,Sancho assist 🔥,POSITIVE
fcchelsea,Jadon Sancho,Sancho🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,POSITIVE
fcchelsea,Jadon Sancho,Oh Sancho❤️🔥🔥❤️❤️❤️😍😍,POSITIVE
fcchelsea,Jadon Sancho,I pray Man U don’t sack ten hang so we can have sancho on permanent deal 💙🥶,POSITIVE
fcchelsea,Jadon Sancho,Sancho pass🔥,POSITIVE
fcchelsea,Jadon Sancho,sancho’s clinical pass though 😮‍💨,POSITIVE
fcchelsea,Jadon Sancho,Jason Sancho 💙💙💙💙💙 He's priceless,POSITIVE
fcchelsea,Jadon Sancho,Palmer with a goal and 2 assists against Nottingham while Sancho with a goal and an assist Then Jackson with a goal and Assist one of Felix or Noni with a goal too and We kickstart October with a great momentum,POSITIVE
fcchelsea,Jadon Sancho,"Jackson pressing , sancho vision palm you know what you get🥶",POSITIVE
fcchelsea,Jadon Sancho,Enzo>>>>Sancho>>>>Palmer 😁🥶,NEGATIVE
fcchelsea,Jadon Sancho,Sancho bermain lebih bagus ketika bersama chelsea,
fcchelsea,Jadon Sancho,Sancho is cooking 🔥👏,
fcchelsea,Jadon Sancho,Sancho's ability to always make the most simple and necessary pass is just amazing...never looks to do too much once a player makes a run he is squaring the perfect pass immediately.....if only Noni learnt from him!,
fcchelsea,Jadon Sancho,ICE COLD PALMER 🥶🧊❄️ + Sancho 💙🔥,
fcchelsea,Jadon Sancho,The weight on the pass from Sancho was exquisite 👌,
fcchelsea,Jadon Sancho,The weight of the pass from Sancho 💙,
fcchelsea,Jadon Sancho,Goal Palmer❄ assist Sancho🔥,
fcchelsea,Jadon Sancho,Sancho has vision 💙💙💙,
fcchelsea,Jadon Sancho,Isn’t it 2 assists for Sancho cause he’s the one that got us the pen?,
fcchelsea,Jadon Sancho,Since Sancho started to play 🙌🔥,
fcchelsea,Jadon Sancho,Another sancho assist?,
fcchelsea,Jadon Sancho,Thanks city for our next here and thanks man united for sancho💙👏,
fcchelsea,Jadon Sancho,"To be honest, I love tbe hunger in jackson, palmer and Noni. Sometimes they are selfish but yes its good for the team, they all want to prove a point. I love it. Keep the team alive, Nkunku, neto, mudryk, felix are hungry to perform. Caicedo finding fitness, enzo showing class, what about Sancho on fire. Sanchez a great keeper, has his flaws but he can very well improve",
fcchelsea,Jadon Sancho,Enzo Sancho Palmer 🙌,
fcchelsea,Jadon Sancho,Sign Sancho please 🙏🏾,
fcchelsea,Jadon Sancho,sancho’s passing 🙌🔥👏,
fcchelsea,Jadon Sancho,The link between sancho and palmer 🥶 is something else,
fcchelsea,Jadon Sancho,Sancho x 🥶,
fcchelsea,Jadon Sancho,Please keep Sancho at all cost. Never let him go.  Buy him from ManU whatever the cost 😂😂😂😂😂,
fcchelsea,Jadon Sancho,"Credit to Sancho, was a decent pass 🤌🏾",
fcchelsea,Jadon Sancho,"We wasted years with sterling😢,where was you sancho?",
fcchelsea,Jadon Sancho,Sancho d assistor 😂😂,
fcchelsea,Jadon Sancho,Sancho with a beautiful pass,
fcchelsea,Jadon Sancho,@david_micevski sancho and Palmer 🥶,
fcchelsea,Jadon Sancho,Sancho got that eye 💙,
fcchelsea,Jadon Sancho,We are not giving enough credit to Sancho for that pass,
fcchelsea,Jadon Sancho,I can’t wait to play Man U with sancho,
fcchelsea,Jadon Sancho,Can’t wait for a sancho goal,
fcchelsea,Jadon Sancho,Credits to Sancho ! 👋🏾🙏🏿,
fcchelsea,Jadon Sancho,Sancho X enzo 🔥,
fcchelsea,Jadon Sancho,palmer = Alonsogusto = harzardEnzo = kantemadueke= zabbacostaSancho = ChristensenJackson = bashuayi   observe with me,
fcchelsea,Jadon Sancho,Sancho assit so underrated 💙💙🥶🥶,
fcchelsea,Jadon Sancho,"sancho di mu kocak,sancho di chelsea gacorr",
fcchelsea,Jadon Sancho,Of course because of sancho 🔥,
fcchelsea,Jadon Sancho,Cred to sancho 💙🥶,
fcchelsea,Jadon Sancho,"Palmer request, Sancho pass 🙌",
fcchelsea,Jadon Sancho,It's how he instantly could smell a goal opportunity the moment Sancho has the ball 😂,
fcchelsea,Jadon Sancho,Sancho X Palmer,
fcchelsea,Jadon Sancho,sancho pass 🥶,
fcchelsea,Jadon Sancho,The man who scored more goals than Sancho's Ex GFs,
fcchelsea,Jadon Sancho,Sancho’s passing range is increasing. Thank you Man U.,
fcchelsea,Jadon Sancho,Sancho x Palmer🔥🥶,
fcchelsea,Jadon Sancho,Omo Jackson na just rubbish if na sancho them give that pass he must score you height the defender because the keeper was not there 💙💙,
fcchelsea,Jadon Sancho,Sancho is a joy to watch mehn! 🔥,
fcchelsea,Jadon Sancho,He scored even before the commentator could finish sanchos name. Man just solidifies the Bridge with ice 🧊 🥶,
fcchelsea,Jadon Sancho,Sancho 🔥👏,
fcchelsea,Jadon Sancho,Sancho cold too 🥶,
fcchelsea,Jadon Sancho,Sancho is s magician,
fcchelsea,Jadon Sancho,Thank you for bringing Sancho and Felix to Chelsea 🙌🙌,
fcchelsea,Jadon Sancho,I love Sancho’s vision 😂😂,
fcchelsea,Jadon Sancho,Sancho Made the different now for chelsea,
fcchelsea,Jadon Sancho,Coba liat di London Gacor Assists mulu @tadeleshilham @yudhasantoro emang salah Club Sancho Di Melawal United 🤣🤣,
fcchelsea,Jadon Sancho,Bruh we all need to give Sancho his flowers too His dribble and passes are 🔥👏,
fcchelsea,Jadon Sancho,🙌Sancho 🔥🔥......Palmer 🥶,
fcchelsea,Jadon Sancho,Sanchooo 🔥💙,
fcchelsea,Jadon Sancho,The initiative pass from J.sancho.,
fcchelsea,Jadon Sancho,sancho go the right çlub 😍,
sevillafc,Valentin Barco,@colo.barco,NEUTRAL
sevillafc,Valentin Barco,Como que barco suplente...si fue el unico que jugó,POSITIVE
sevillafc,Valentin Barco,Colo barco full titular 🔥🔥🔥,POSITIVE
sevillafc,Valentin Barco,"Que le pasa a este entrenador??? Barco, ejuke, bade titulares no puedo creer que sea tan así, pero no va a llegar lejos así",NEGATIVE
sevillafc,Valentin Barco,Ponelo a Barco,POSITIVE
sevillafc,Valentin Barco,barco jugo muy bien el partido pasado y lo saca,POSITIVE
sevillafc,Valentin Barco,Dt Barcos no es defensor medio campo ..pivote. Y después  menos pelotasos al pedo jugar un poco .más medio. Campo,NEUTRAL
sevillafc,Valentin Barco,Vamos sevilla rompela barco,POSITIVE
sevillafc,Valentin Barco,Barco suplente? El único que jugó bien el partido anterior,POSITIVE
sevillafc,Valentin Barco,Vamos barco 🔥,POSITIVE
sevillafc,Valentin Barco,Que bien juego barco🔥,POSITIVE
sevillafc,Valentin Barco,Barco🇦🇷,NEUTRAL
sevillafc,Valentin Barco,"Y si le ponen a Barco, Ejuke, Bade tal vez ganen pero deben ser titulares",POSITIVE
sevillafc,Valentin Barco,Vamos colo barco 👏👏👏,POSITIVE
sevillafc,Valentin Barco,Barco es un jugadorazo,POSITIVE
sevillafc,Valentin Barco,Bien por Barco de titular!👏👏,POSITIVE
sevillafc,Valentin Barco,F Barco,NEUTRAL
sevillafc,Valentin Barco,Que buen chiste sacar a barco en el segundo tiempo perdiendo 1-0 cuando es el que mas peligro provoco JAJAJAJA,POSITIVE
sevillafc,Valentin Barco,Deja ya fijado a Barco en el lateral izquierdo arfavoh,NEUTRAL
sevillafc,Valentin Barco,"Por favor les pido que Barco sume minutos ante el Barcelona por favor, que no sea titular si no quiere el técnico pero que sume minutos, muchos hinchas queremos ver cómo responde contra un gigante como el Barcelona 🙌",POSITIVE
sevillafc,Valentin Barco,Vamos Barco!!! A brillar y jugar excelente como vos sabes!!! No veo la hora de verte jugar!!!,POSITIVE
sevillafc,Valentin Barco,Barco y Montiel en el banco. Ya arrancaron perdiendo,POSITIVE
sevillafc,Valentin Barco,Y mí ídolo Barco?,POSITIVE
sevillafc,Valentin Barco,"Pongan a Barco ,es su única esperanza.",POSITIVE
sevillafc,Valentin Barco,Porfin barco titular,POSITIVE
sevillafc,Valentin Barco,Bien Barco😍,
sevillafc,Valentin Barco,Bdia y el coló barco,
sevillafc,Valentin Barco,La próxima ponelo a Barco de titular ese pibe hace la diferencia,
sevillafc,Valentin Barco,Barco desde el inicio!! Me alegro que ganaron,
sevillafc,Valentin Barco,Ponele a barco 🙌🙌,
sevillafc,Valentin Barco,"Llegó barco al Sevilla lo que tienen que cambiar es de míster,con barco tienen un gol asegurado por partido por sabe poner buenos centros y cambios de ritmo con barco en el campo el Sevilla no desciende 👽✌️🇪🇦🇦🇷✅",
sevillafc,Valentin Barco,Y Barco??,
sevillafc,Valentin Barco,Y barco?,
sevillafc,Valentin Barco,"Barco es crack, déjalo que haga los centros son medio gol",
sevillafc,Valentin Barco,Pone a Montiel y a barco juntos y tenés medio gol asegurado 👽✌️🇪🇦🇦🇷✅,
sevillafc,Valentin Barco,Barco y Peque titulares,
sevillafc,Valentin Barco,Primer tiempo no le llego y no le dieron pases para definir gol ..hay q aprender a jugar en equipo también la posición de Barco,
sevillafc,Valentin Barco,"Gudelj, barco, ejuke,... No están para titular en este Sevilla?",
sevillafc,Valentin Barco,Barco crack!!!!👏,
sevillafc,Valentin Barco,"De Boca al mundo, buen partido del crack Barco",
sevillafc,Valentin Barco,El equipo ganó..pero la verdad no juega nada.el.mejor jugador @colo.barco en el banco🤦,
sevillafc,Valentin Barco,Barco y ejuke juegan al padel?,
sevillafc,Valentin Barco,barco el.mejor,
sevillafc,Valentin Barco,"Nuesteos capitanes: Suso= años aquí se pierde como el barco del arroz y lesionado a cada instante, Gudel= Para mi acertado se lo merece, Navas= sin palabras solo GRACIAS,Marcao= capitán de enfermería más diría yo aparte un brazalete a un tío que ha jugado 2 partidos, Saul = experiencia si pero no se le puede dar el brazalete a un tío que lleva aquí dos día y encima vino sancionado, lo vuelven a sancionar y ahora lesion de dos meses......dice mucho de como esta el club para mi desastre. JUNIOR DIMISIÓN YAAA",
sevillafc,Valentin Barco,Barco es el mejor jugador del equipo y está el banco?,
sevillafc,Valentin Barco,Barco por favor,
sevillafc,Valentin Barco,Como no van a convocar a barco para la selección lpm😢,
sevillafc,Valentin Barco,te extraño colorado barco,
sevillafc,Valentin Barco,La sonrisa de Barco me provoca ansiedad😂,
sevillafc,Valentin Barco,@colo.barco 💙💛💙🇦🇷❤️🔥🙌,
sevillafc,Jesus Navas,Saúl Capitán una vez Navas se retire 🙌🙌🙌,NEUTRAL
sevillafc,Jesus Navas,Jesús Navas futuro presidente del Sevilla ❤️🤍❤️🤍❤️,POSITIVE
sevillafc,Jesus Navas,Ole ese navas ..unico❤️,POSITIVE
sevillafc,Jesus Navas,Si tuviera que definir al Sevilla solo diría Jesús Navas . Gracias por todo ojalá nunca dejaras lo que te apasiona y que pudiéramos disfrutar todo la vida .,POSITIVE
sevillafc,Jesus Navas,lo de navas es de leyenda,POSITIVE
sevillafc,Jesus Navas,"Ahí falta el único que siente el escudo de verdad , @jnavas16",POSITIVE
sevillafc,Jesus Navas,"Que me duele eso de su último derbi, pero que agradecidos le estamos de todo lo que ha dado por este equipo. Gracias Don Jesús Navas.",POSITIVE
sevillafc,Jesus Navas,Navasss 1️⃣6️⃣🫶🏻,POSITIVE
sevillafc,Jesus Navas,Eterno DON Jesús NAVAS ❤️,POSITIVE
sevillafc,Jesus Navas,"No tengo palabras para lo que sentí , pero en lo primero que pensé fue en Navas ❤️",POSITIVE
sevillafc,Jesus Navas,Grande Navas👍,POSITIVE
sevillafc,Jesus Navas,"El verdadero capitán del Sevilla F.C. es el gran canterano y leyend6 don Jesús Navas  ahí más.  Que no digo que sea mal jugador Saúl pero la leyenda eterna es y será siempre don @jnavas16  y soy de Zaragoza a muerte y zaragocista pero  a las leyendas se les cuida siempre,  se te echará bastante de menos capitan. ♥️🤍 @sevillafc",POSITIVE
sevillafc,Jesus Navas,Oleee ese Jesús Navas 🤍❤️,POSITIVE
sevillafc,Jesus Navas,Navas siempre navas ❤️🙌,POSITIVE
sevillafc,Jesus Navas,"Sevilla te ama, @jnavas16 ❤️",POSITIVE
sevillafc,Jesus Navas,Lo de que Navas no esté jugando de titular porqué?,POSITIVE
sevillafc,Jesus Navas,Leyenda Navas! 🙌🏼🎩,POSITIVE
sevillafc,Jesus Navas,"Menos mal que tenemos a Saúl, porque sino que solo estaría navas de capitán.",NEGATIVE
sevillafc,Jesus Navas,Jesus Navas ~ Juan Luis Sanchez Velasco. Navas no tiene 2° apellido o que?😂😂 Gonzalez carajo!,NEUTRAL
sevillafc,Jesus Navas,Navass 😍❤️,POSITIVE
sevillafc,Jesus Navas,Eres Grande Navas!!!,POSITIVE
sevillafc,Jesus Navas,"Los únicos jugadores válidos en este equipo son :lukebakio ,bade ,peque,navas y poco más muy bien bonito mercado Víctor orta",POSITIVE
sevillafc,Jesus Navas,"In UEFA Cup 2006 and 2007, Sevilla have Andres Palop, Antonio Puerta, Jesus Navas, Dani Alves, Luis Fabiano, Fredrik Kanoute",NEUTRAL
sevillafc,Jesus Navas,y Navas???? no concibo este derbi sin él🫠,POSITIVE
sevillafc,Jesus Navas,Vamos Sevilla Capi Jesús Navas ha por todas campeón ❤️❤️,POSITIVE
sevillafc,Jesus Navas,11 como el para el domingo. Grande Navas!!!💪💪,
sevillafc,Jesus Navas,❤️❤️@jnavas16,
sevillafc,Jesus Navas,navas goal is here,
sevillafc,Jesus Navas,"Es que a este niño lo quiere toda Sevilla y toda España, por su educación, saber estar, y profesionalidad, béticos, sevillistas y aficionados al fútbol en general!! Te lo has ganado Jesus Navas!!",
sevillafc,Jesus Navas,"Nuesteos capitanes: Suso= años aquí se pierde como el barco del arroz y lesionado a cada instante, Gudel= Para mi acertado se lo merece, Navas= sin palabras solo GRACIAS,Marcao= capitán de enfermería más diría yo aparte un brazalete a un tío que ha jugado 2 partidos, Saul = experiencia si pero no se le puede dar el brazalete a un tío que lleva aquí dos día y encima vino sancionado, lo vuelven a sancionar y ahora lesion de dos meses......dice mucho de como esta el club para mi desastre. JUNIOR DIMISIÓN YAAA",
sevillafc,Jesus Navas,ESTADIO JESÚS NAVAS!!! QUE ESPERAN?,
sevillafc,Jesus Navas,Grande Navas  tres puntos de oro 🪙,
sevillafc,Jesus Navas,"Leyenda del futbol sevilla o, andalús y español @jnavas16 trabajo, constància y humildad ❤️ JESUS NAVÀS",
sevillafc,Jesus Navas,Prefiero ganar el derbi 1_0 con gol de navas antes de quedar 5 _0,
sevillafc,Jesus Navas,Otro rollo es la carrera que se pega Navas siendo ya el segundo tiempo y con más años encima que el hilo negro,
sevillafc,Jesus Navas,MI CAPITÁN @jnavas16,
sevillafc,Jesus Navas,"Vamos Sevilla!! Vamos sevillistas! Hoy no es un partido cualquiera no es un derbi cualquiera hoy es el ultimo derbi de don @jnavas16 , vamos hacer del Sánchez pijuan un infierno para los béticos!",
sevillafc,Jesus Navas,Navas es el ejemplo de una futbolista de los pies a la cabeza y vocación hacia los valores del deporte👏,
sevillafc,Jesus Navas,Demasiada calidad en una imagen don Rafael Nadal don Jesús Navas y Don Sergio Ramos 👏👏👏👏,
sevillafc,Jesus Navas,La cara de dolor de navas 😢,
sevillafc,Jesus Navas,Grande nuestro capitán Don Jesús Navas. ❤️,
sevillafc,Jesus Navas,Hay que cuidar a los buenos rivales como Jesús Navas si no se acaba el buen fútbol ⚽️ ❤️🤍,
sevillafc,Jesus Navas,Navas Navas Navas!!!!,
sevillafc,Jesus Navas,"El duende de los Palacios, el pájaro loco, don Jesús Navas, GRACIAS POR TANTO! ❤️🤍",
sevillafc,Jesus Navas,"No voy a hablar de Jesús Navas, que merece aparecer en el escudo... pero la fiesta que tienen montada por ganarle al Getafe en Casa por 1 a 0 y sufriendo, me preocupa",
sevillafc,Jesus Navas,"Tuvimos suerte, pero antes Lukebakio ya había tirado al poste y nos merecimos empatar... pero cuidado! el domingo en el derbi el @sevillafc no puede saltar al campo como el día del Valladolid o lo pagaremos muy caro... confío en que DON @jnavas16 sea titular ya que es su último derbi, y que él les haga comprender a los demás que hay que salir intensos y quitarle la pelota al Betis desde el principio...🙏",
sevillafc,Jesus Navas,Eso de etiquetar a gudelj en colo a navas en gudelj a marcao en navas y alvaro en marcao ? Que plan churris?😂 tan difíciles sois,
sevillafc,Jesus Navas,Madre mía quitando a navas y gudelj los otros 3 están más tiempo en Sanitas q en la ciudad deportiva,
sevillafc,Jesus Navas,"Navas hijo lo tienes to. Guapo, currante buena gente y SEVILLISTA❤️🤍♥️🤍",
sevillafc,Jesus Navas,No se iba jesus navas?,
realsociedad,Nayef Aguerd,😍❤️❤️ nayef aguerd 🦁👑 our lion good luck 🤞🏻,
