club,player,comment,post,caption,sentiment_score,sentiment,explanation,translation
villareal,Álex Baena,"Lamentable arbitraje dios mío, penalti de una acción involuntaria y el penalti de Soria a Baena no pitado 👏👏 La Tebas League",https://www.instagram.com/p/DBWxv_GqlGB/,Final en el Estadio de la Cerámica.,0.0,NEUTRAL,"The comment addresses the refereeing decisions and does not express a direct sentiment towards Álex Baena. Instead, it focuses on the controversial penalty decisions involving him, which suggests frustration with the officiating rather than a positive or negative sentiment towards the player himself.","Dreadful refereeing, my God, a penalty for an involuntary action and the penalty for Soria on Baena not called. The Tebas League."
villareal,Álex Baena,Alex Baena eres mi ídolo vale,https://www.instagram.com/p/DBWgotlRzxu/,La fecha 🥹,1.0,POSITIVE,"The comment expresses admiration and affection for Álex Baena by stating that he is the speaker's idol, indicating a highly positive sentiment towards the player.","Alex Baena, you are my idol, okay"
villareal,Álex Baena,No os llevéis a Baena por favor! 🙏🏻,https://www.instagram.com/reel/DBPLFKjM1zX/,CLASE 🪄#LALIGAEASPORTS #LALIGAHighlights,-1.0,NEGATIVE,"The comment expresses a plea not to take Baena away, indicating a negative sentiment towards the idea of him leaving. The use of 'por favor' (please) implies desperation or concern, which reinforces the negativity.",Please do not take Baena away! 🙏🏻
villareal,Álex Baena,Increíble y mágico 🪄🤩@alexbbaena,https://www.instagram.com/reel/DBPLFKjM1zX/,CLASE 🪄#LALIGAEASPORTS #LALIGAHighlights,1.0,POSITIVE,"The comment expresses excitement and admiration for Álex Baena, using words like 'incredible' and 'magical', which convey a positive sentiment. The emojis further emphasize the positive feelings.",Incredible and magical 🪄🤩@alexbbaena
villareal,Álex Baena,"Centros de Baena, físico de Comesaña, calidad de Gerard y paradones de Conde ✌️",https://www.instagram.com/p/DBL36EEo4Gl/,"⚽️ SORTEAZO ⚽️Si quieres disfrutar del partido Villarreal CF vs Rayo Vallecano desde nuestro palco VIP, e invitar a quien tú quieras (máximo 22 personas), sigue estos pasos:1️⃣ Sigue a @cornerdelpoble y @villarrealcf 2️⃣ Comenta los ingredientes de la pizza de tus sueños3️⃣ Comparte este post en tus historiasEl jueves 24 comunicaremos a lxs 5 finalistas, quienes tendrán que venir a Corner 📍 a cocinar sus pizzas para que un jurado elija la mejor 🏅 Esta además estará en nuestra carta hasta final de año bajo el nombre “La pizza de l’afició”.Si quieres disfrutar de esta experiencia única, ¡ ya sabes!#corner #sportsbar #cornersportsbar #espaciogastronomico #villarrealcf #estadiodelaceramica #sorteo #sorteofutbol #villarrealvsrayo #sorteopartido #sorteoestadio #futbol",1.0,POSITIVE,"The comment lists positive attributes of various players, including Baena, suggesting admiration. The phrases 'Centros de Baena' (Baena's crosses) implies a good quality, and the overall tone is appreciative.","Baena's crosses, Comesaña's physique, Gerard's quality, and Conde's saves ✌️"
villareal,Álex Baena,Wei pinchi golazo tío!!!! @alexbbaena 🔥,https://www.instagram.com/p/DBKIxrQoQn0/,"No digas magia, mejor di @alexbbaena 🪄📸: @sefutbol",1.0,POSITIVE,"The comment expresses excitement and praise for a goal scored, directly referencing Álex Baena with enthusiasm, indicated by the use of 'golazo' (which means 'great goal') and the fire emoji (🔥), suggesting admiration.","Dude, what a great goal!!!! @alexbbaena 🔥"
villareal,Álex Baena,"Disimula un poco tu magia @alexbbaena que vendrán a por ti, y te queremos siempre de groguet!! 💛💛💛",https://www.instagram.com/p/DBKIxrQoQn0/,"No digas magia, mejor di @alexbbaena 🪄📸: @sefutbol",0.5,POSITIVE,"The comment includes a friendly tone and expresses support for Álex Baena with the phrase 'te queremos siempre' (we always want you). The use of heart emojis also contributes positively to the sentiment. The comment suggests that the user acknowledges Baena's talent ('tu magia' or 'your magic') and expresses a desire for him to be cautious, showing care rather than negativity.","Hide your magic a little @alexbbaena because they will come for you, and we always want you as a little yellow one!! 💛💛💛"
villareal,Álex Baena,Baena no te vayas al atletico 👏😢,https://www.instagram.com/p/DBKIxrQoQn0/,"No digas magia, mejor di @alexbbaena 🪄📸: @sefutbol",0.0,NEUTRAL,"The comment expresses a hope or wish for Baena not to leave for Atlético, but it does not display a strong positive or negative sentiment towards him. The use of a clapping emoji (👏) and a crying emoji (😢) indicates a sense of admiration mixed with sadness, but overall, it is not directed against Baena. It's more about concern regarding his potential departure rather than a sentiment toward him as a player.","Baena, don't go to Atlético 👏😢"
villareal,Álex Baena,Baena 💛😍,https://www.instagram.com/p/DBKIxrQoQn0/,"No digas magia, mejor di @alexbbaena 🪄📸: @sefutbol",1.0,POSITIVE,"The comment expresses affection and admiration for Álex Baena, as indicated by the heart and heart-eyes emojis. These symbols convey positivity and love towards the player.",Baena 💛😍
villareal,Álex Baena,"He dicho antes de la falta: si chuta Baena es gol,y así ha sido🔥",https://www.instagram.com/p/DBKIxrQoQn0/,"No digas magia, mejor di @alexbbaena 🪄📸: @sefutbol",1.0,POSITIVE,"The comment expresses a positive sentiment towards Álex Baena by predicting success if he takes the shot, and the use of the fire emoji emphasizes excitement and positivity.","I said before the foul: if Baena shoots, it’s a goal, and that's how it was 🔥"
villareal,Álex Baena,Porfavor baena no te vayas 😢,https://www.instagram.com/p/DBKIxrQoQn0/,"No digas magia, mejor di @alexbbaena 🪄📸: @sefutbol",0.5,POSITIVE,"The comment expresses a desire for Baena not to leave, which indicates that the commenter values him and has a positive sentiment towards him, despite expressing sadness. The use of the crying emoji further underscores an emotional attachment to the player.","Please Baena, don't go 😢"
villareal,Álex Baena,Valverde>Villareal y Baena 🤮🐀,https://www.instagram.com/p/DAwboSExaC0/,Termina el partido en Madrid.#RealMadridVillarreal,-1.0,NEGATIVE,"The comment expresses a negative sentiment towards Álex Baena by comparing him unfavorably to Valverde and suggesting that Baena is lesser by using derogatory symbols (vomit and a rat emoji), indicating disdain.",Valverde>Villarreal and Baena 🤮🐀
villareal,Álex Baena,Maecelino sacando a los dos mejores como Baena y Pepe? Que coño es??,https://www.instagram.com/reel/DAwax0CIJf7/,😳 @iliasakhomach 😳#RealMadridVillarreal | #LaLigaHighlights,-0.5,NEGATIVE,"The comment expresses frustration by questioning the decision to substitute two talented players (Baena and Pepe), suggesting that it undermines their value and contribution. The phrase 'Que coño es??' indicates dissatisfaction about the decision.",Maecelino taking out the two best like Baena and Pepe? What the hell is that??
villareal,Álex Baena,@alexbbaena tried to stop Fede 😂😂😂😂,https://www.instagram.com/p/DAwUUPHM861/,XI #RealMadridVillarreal XI,0.0,NEUTRAL,The comment is more of a humorous observation rather than a clear positive or negative sentiment towards Álex Baena. It implies a playful interaction without showing favor or disfavor.,@alexbbaena tried to stop Fede 😂😂😂😂
villareal,Álex Baena,Vamos Villareal Baena will score 5 goals🔥🔥🔥🔥🔥🟡🟡🟡🟡🟡🟡,https://www.instagram.com/p/DAvrpbPvG-S/,Queremos vivir una nueva noche mágica en el Bernabéu ❤️‍🔥#RealMadridVillarreal,1.0,POSITIVE,"The comment expresses confidence and optimism about Álex Baena scoring multiple goals, which indicates a positive sentiment towards him. The use of fire emojis and yellow emojis emphasizes enthusiasm and support for both Baena and Villarreal.","Let's go Villarreal, Baena will score 5 goals"
villareal,Álex Baena,Him and Alex Baena had a really good game,https://www.instagram.com/reel/DAvaNWHoMAm/,Lo de Samu Chukwueze en el Santiago Bernabéu en la temporada 2022/23 😮‍💨#RealMadridVillarreal | #LaLigaHighlights,1.0,POSITIVE,"The comment expresses a positive sentiment towards Alex Baena, stating he had a really good game. This indicates appreciation for his performance.",Him and Alex Baena had a really good game.
villareal,Álex Baena,"Ojalá se repitiera. El Villarreal deja jugar mucho al Madrid y no presiona la salida de balón con intensidad. Contra equipos de esta jerarquía toca así porque los esperas en tu campo y pierdes. Ese partido que ganó el Villarreal con Quique Setién, simplemente porque el equipo presionó la salida del Madrid, le robaba el balón y se vio un partido de tu a tu en el que el Villarreal termino asediando en gran parte del partido al Madrid y se llevó los 3 puntos. Hoy el equipo también salió poco ofensivo con 4 volantes sin incluir extremo, lo cual corto un poco la profundidad del juego. Ya con el Barcelona nos pasó, lo vimos jugar y nos mato, es que son equipos que en poco espacio hacen daño. Debemos aprender por la experiencia somos una gran plantilla para pelearle al que sea, Vamos!!!! 💛 @gerard_moreno @dani_parejo10 @alexbbaena @ayozepg @fernandoroignegueroles",https://www.instagram.com/reel/DAvaNWHoMAm/,Lo de Samu Chukwueze en el Santiago Bernabéu en la temporada 2022/23 😮‍💨#RealMadridVillarreal | #LaLigaHighlights,0.0,NEUTRAL,"The comment discusses the team's performance without expressing a clear positive or negative sentiment towards Álex Baena. Although Baena is mentioned, the overall tone is analytical rather than emotional. The focus is more on tactics and match outcomes rather than the player's individual performance.","I wish it could be repeated. Villarreal allows Madrid to play too much and does not pressure the ball out with intensity. Against teams of this caliber, you have to play this way because you expect them in your field and lose. That match that Villarreal won with Quique Setién was simply because the team pressured Madrid's ball exit, stole the ball, and it was a match where Villarreal ended up besieging Madrid for much of the match and took the 3 points. Today the team also went out with little offense with 4 midfielders without including a winger, which cut a bit of the depth of the game. With Barcelona, it also happened to us, we saw them play and they killed us, these are teams that cause damage in a small space. We must learn from experience; we are a great squad to compete against anyone, Let's go!!!! 💛 @gerard_moreno @dani_parejo10 @alexbbaena @ayozepg @fernandoroignegueroles"
villareal,Álex Baena,Baena guapo,https://www.instagram.com/p/DAs2_lUxk99/,🇪🇸 𝗕 𝗔 𝗘 𝗠 𝗬 🇪🇸La Selección Española de Fútbol ha convocado a Yeremy Pino y Álex Baena para participar en los encuentros contra Dinamarca (12 de octubre) y Serbia (15 de octubre) de la UEFA Nations League,1.0,POSITIVE,The comment 'Baena guapo' translates to 'Baena handsome' which is a favorable remark towards the player. It clearly expresses admiration for Álex Baena.,Baena handsome
villareal,Álex Baena,@alexbbaena @realmadrid,https://www.instagram.com/p/DAs2_lUxk99/,🇪🇸 𝗕 𝗔 𝗘 𝗠 𝗬 🇪🇸La Selección Española de Fútbol ha convocado a Yeremy Pino y Álex Baena para participar en los encuentros contra Dinamarca (12 de octubre) y Serbia (15 de octubre) de la UEFA Nations League,0.0,NEUTRAL,The comment only includes the player’s username and the name of another team (Real Madrid) without expressing any opinion or sentiment towards Álex Baena.,@alexbbaena @realmadrid
villareal,Álex Baena,"Baena jódete, golazo de Fede en tu cara😂",https://www.instagram.com/p/DAs2_lUxk99/,🇪🇸 𝗕 𝗔 𝗘 𝗠 𝗬 🇪🇸La Selección Española de Fútbol ha convocado a Yeremy Pino y Álex Baena para participar en los encuentros contra Dinamarca (12 de octubre) y Serbia (15 de octubre) de la UEFA Nations League,-1.0,NEGATIVE,"The comment expresses a harsh sentiment towards Baena, wishing him ill ('jódete' translates to 'screw you'). It contrasts this sentiment with a positive remark about a goal scored by Fede, emphasizing the negative sentiment directed at Baena.","Baena, screw you, what a goal from Fede in your face 😂"
villareal,Álex Baena,"Baena y Jeremy Pino, uno por insultar a Fede de manera grave y el otro pues de cargarse la dos jugadores. Vais a muerte contra el Madrid pero ya sabéis lo que toca en la siguiente jornada no? Palmar por 5-0.",https://www.instagram.com/p/DAs2_lUxk99/,🇪🇸 𝗕 𝗔 𝗘 𝗠 𝗬 🇪🇸La Selección Española de Fútbol ha convocado a Yeremy Pino y Álex Baena para participar en los encuentros contra Dinamarca (12 de octubre) y Serbia (15 de octubre) de la UEFA Nations League,-1.0,NEGATIVE,The comment refers to Álex Baena and expresses strong negativity towards him by accusing him of serious misconduct (insulting a player) and suggesting that he and another player will face significant defeat against Madrid (5-0). This indicates disdain or criticism for his actions and future performance.,"Baena and Jeremy Pino, one for seriously insulting Fede and the other for taking down the two players. You are going to death against Madrid but you know what is coming in the next match, right? Losing 5-0."
villareal,Álex Baena,Pino & baena🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈,https://www.instagram.com/p/DAs2_lUxk99/,🇪🇸 𝗕 𝗔 𝗘 𝗠 𝗬 🇪🇸La Selección Española de Fútbol ha convocado a Yeremy Pino y Álex Baena para participar en los encuentros contra Dinamarca (12 de octubre) y Serbia (15 de octubre) de la UEFA Nations League,0.0,NEUTRAL,"The comment mentions both Pino and Baena without expressing any clear positive or negative sentiment towards either player. The use of the rainbow flag emoji could imply support for LGBTQ+ rights, but it does not directly affect the sentiment towards Álex Baena.",Pino & Baena🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈
villareal,Álex Baena,"Baena titular ,que jugador por dios ,el nuevo isco",https://www.instagram.com/p/DAs2_lUxk99/,🇪🇸 𝗕 𝗔 𝗘 𝗠 𝗬 🇪🇸La Selección Española de Fútbol ha convocado a Yeremy Pino y Álex Baena para participar en los encuentros contra Dinamarca (12 de octubre) y Serbia (15 de octubre) de la UEFA Nations League,1.0,POSITIVE,"The comment praises Álex Baena, calling him a 'great player' and comparing him positively to Isco, which reflects admiration and support.","Baena starter, what a player my God, the new Isco."
villareal,Álex Baena,👏 @alexbbaena,https://www.instagram.com/p/DAs2_lUxk99/,🇪🇸 𝗕 𝗔 𝗘 𝗠 𝗬 🇪🇸La Selección Española de Fútbol ha convocado a Yeremy Pino y Álex Baena para participar en los encuentros contra Dinamarca (12 de octubre) y Serbia (15 de octubre) de la UEFA Nations League,1.0,POSITIVE,"The comment simply expresses appreciation or applause for Álex Baena with the clapping emoji, indicating a positive sentiment towards him.",👏 @alexbbaena
villareal,Álex Baena,Master 🔥Alex Baena,https://www.instagram.com/reel/DAldvljt8Cf/,"Asistencia de @alexbbaena (da igual cuándo leas esto) y, con algo de intriga, @t.barry29 hizo el 2-1 con un gran remate de cabeza #VillarrealLasPalmas | #LaLigaHighlights",1.0,POSITIVE,"The comment expresses admiration for Álex Baena by referring to him as 'Master' and using a fire emoji, which connotes excitement and positivity.",Master 🔥Alex Baena
villareal,Álex Baena,Valverde > little Baena,https://www.instagram.com/reel/DAlY-qBoU-Q/,"No solo asiste. También sentencia. Álex Baena, crack total 💫#VillarrealLasPalmas | #LaLigaHighlights",-1.0,NEGATIVE,"The comment implies that Valverde is superior to Baena by using '>' (greater than), which shows a negative sentiment towards Baena. It suggests that the commenter does not hold Baena in high regard compared to Valverde.",Valverde > little Baena
villareal,Álex Baena,🔥👏 @alexbbaena,https://www.instagram.com/reel/DAlY-qBoU-Q/,"No solo asiste. También sentencia. Álex Baena, crack total 💫#VillarrealLasPalmas | #LaLigaHighlights",1.0,POSITIVE,"The use of fire and clapping emojis indicates strong enthusiasm and positivity towards Álex Baena. The comment mentions the player directly, showing admiration or support.",🔥👏 @alexbbaena
villareal,Álex Baena,@juanpdp HAT TRICKI PROXIMO FINDE @alexbbaena  CRACK,https://www.instagram.com/p/DAjmNPkRZhO/,Se nos acaban los calificativos para este jugador.,1.0,POSITIVE,"The comment expresses excitement about Álex Baena's performance, suggesting that he is a 'CRACK' (a term of admiration) and refers to him positively. The use of 'HAT TRICK' indicates high expectations for his upcoming performance, reinforcing a positive sentiment.",@juanpdp HAT TRICK NEXT WEEK @alexbbaena CRACK
villareal,Álex Baena,"Si te gusta el fútbol puro, te gusta Baena! Qué guante tienes… 🪄⚽️",https://www.instagram.com/p/DAjmNPkRZhO/,Se nos acaban los calificativos para este jugador.,1.0,POSITIVE,"The comment is very positive towards Álex Baena, expressing admiration for his football skills and talent, indicated by phrases like 'te gusta Baena' and 'Qué guante tienes'. The use of emojis further enhances the positive sentiment.","If you like pure football, you like Baena! What a talent you have… 🪄⚽️"
villareal,Álex Baena,Airlines Baena🙌,https://www.instagram.com/p/DAjmNPkRZhO/,Se nos acaban los calificativos para este jugador.,1.0,POSITIVE,"The comment uses an emoji, which suggests a positive tone. Referring to the player as 'Airlines Baena' appears to be a playful and affectionate nickname, indicating a favorable view towards the player.",Airlines Baena🙌
villareal,Álex Baena,The long sleeve😍 @alexbbaena,https://www.instagram.com/p/DAjmNPkRZhO/,Se nos acaban los calificativos para este jugador.,1.0,POSITIVE,"The comment expresses admiration for Álex Baena's long sleeve, indicated by the heart eyes emoji (😍) which conveys a positive sentiment towards his style or presentation.",The long sleeve😍 @alexbbaena
villareal,Álex Baena,"Gracias a ti no he quedado último en el fantasy, te quiero baena❤️",https://www.instagram.com/p/DAjmNPkRZhO/,Se nos acaban los calificativos para este jugador.,1.0,POSITIVE,The comment expresses gratitude towards Álex Baena for positively impacting the user's fantasy team performance. The phrase 'te quiero' (I love you) along with the heart emoji reinforces the positive sentiment.,"Thanks to you, I didn't finish last in the fantasy, I love you Baena ❤️"
villareal,Álex Baena,Si Hubiese Un Balon De Oro Solo Para Españoles El Primero de la lista alex baena si señor ❤️❤️🔥👏👏,https://www.instagram.com/p/DAjmNPkRZhO/,Se nos acaban los calificativos para este jugador.,1.0,POSITIVE,"The comment expresses strong support and admiration for Álex Baena, mentioning that he would be at the top of the list for a hypothetical Ballon d'Or exclusively for Spaniards. The use of heart and fire emojis further emphasizes the positive sentiment.","If there were a Ballon d'Or just for Spaniards, the first on the list would be Álex Baena, yes sir ❤️❤️🔥👏👏"
villareal,Álex Baena,My lad does not look happy y baena😢 u r the best player there,https://www.instagram.com/p/DAjmNPkRZhO/,Se nos acaban los calificativos para este jugador.,0.5,POSITIVE,The comment expresses concern for Álex Baena's happiness but ultimately praises him as the best player. The use of 'u r the best player there' indicates a positive sentiment towards Baena.,My lad does not look happy and Baena😢 you are the best player there.
villareal,Álex Baena,Que bueno que eres @alexbbaena 🔥✨💛,https://www.instagram.com/p/DAjmNPkRZhO/,Se nos acaban los calificativos para este jugador.,1.0,POSITIVE,"The comment expresses admiration for Álex Baena, using phrases like 'Que bueno que eres' (How good you are), which conveys a strong positive sentiment. The use of emojis like 🔥✨💛 further emphasizes the positive tone.",How good you are @alexbbaena
villareal,Álex Baena,👏👏 A seguir sumando @alexbbaena ❤️,https://www.instagram.com/p/DAjmNPkRZhO/,Se nos acaban los calificativos para este jugador.,1.0,POSITIVE,"The comment includes applause emojis and expresses support for Álex Baena, encouraging him to continue performing well. The heart emoji also indicates a positive sentiment towards him.",👏👏 Let's keep adding @alexbbaena ❤️
villareal,Álex Baena,Te mereces un gran premio Baena🔥,https://www.instagram.com/p/DAjmNPkRZhO/,Se nos acaban los calificativos para este jugador.,1.0,POSITIVE,"The comment expresses a positive sentiment towards Álex Baena, using phrases like 'te mereces un gran premio' ('you deserve a great prize') and the fire emoji, which adds enthusiasm. This shows admiration and appreciation for the player.",You deserve a great prize Baena🔥
villareal,Álex Baena,VAMOSSSS!!! A seguir @alexbbaena !!❤️❤️❤️👏👏👏,https://www.instagram.com/p/DAjmNPkRZhO/,Se nos acaban los calificativos para este jugador.,1.0,POSITIVE,"The comment expresses excitement and enthusiasm for Álex Baena, indicated by the use of multiple exclamation points and heart emojis. The phrase 'A seguir' suggests support, and the overall tone is very positive.",LET'S GO!!!! Keep going @alexbbaena!! ❤️❤️❤️👏👏👏
villareal,Álex Baena,Que suerte tuvimos en Girona de tenerlo fue clave para ascender y para jugar con vosotros que bueno es @alexbbaena ❤️❤️,https://www.instagram.com/p/DAjmNPkRZhO/,Se nos acaban los calificativos para este jugador.,1.0,POSITIVE,"The comment expresses a positive sentiment towards Álex Baena, highlighting his importance in the team's success during the ascent and praising his quality as a player. The use of hearts (❤️❤️) reinforces the positivity.","How lucky we were in Girona to have him, he was key for the ascent and to play with you, how good he is @alexbbaena ❤️❤️"
villareal,Álex Baena,Siempre en mi equipo @alexbbaena 💛💛💛,https://www.instagram.com/p/DAjmNPkRZhO/,Se nos acaban los calificativos para este jugador.,1.0,POSITIVE,"The comment expresses support and loyalty towards Álex Baena, indicated by the phrase 'Siempre en mi equipo' (Always in my team) and multiple heart emojis.",Always on my team @alexbbaena 💛💛💛
villareal,Álex Baena,Baena balón de oro!!!! Que crack! 💛💛,https://www.instagram.com/p/DAjmNPkRZhO/,Se nos acaban los calificativos para este jugador.,1.0,POSITIVE,"The comment expresses strong admiration for Álex Baena, referring to him as a 'crack' (which means a talented player), and exclaims a phrase implying he deserves the Ballon d'Or. The use of yellow hearts further emphasizes affection and support.",Baena Ballon d'Or!!!! What a talent! 💛💛
villareal,Álex Baena,baena es el mejor!!!,https://www.instagram.com/p/DAjlsTsR1K0/,Mi equipo. Mi familia.,1.0,POSITIVE,"The comment expresses a strong positive sentiment towards Álex Baena, stating that he is the best.",Baena is the best!!!
villareal,Álex Baena,baenagoat,https://www.instagram.com/p/DAjlcbHPXJW/,Tienen que colgar esta foto en el museo del Louvre 🖼️,1.0,POSITIVE,"The comment 'baenagoat' is a combination of the player's name 'Baena' and 'GOAT,' which stands for 'Greatest of All Time.' This suggests admiration and a high esteem for Álex Baena, indicating a positive sentiment towards him.",baenagoat
villareal,Álex Baena,Valverde>>>>>Baena and Villarreal,https://www.instagram.com/p/DAjkcDHCQhs/,𝑇ℎ𝑖𝑒𝑟𝑛𝑜 𝐵𝑎𝑟𝑟𝑦. 💛🇫🇷 #LALIGAEASPORTS #LALIGAHighlights,-1.0,NEGATIVE,"The comment expresses a clear preference for another player (Valverde) over Baena, indicating a negative sentiment towards Baena by implying that he is less deserving or inferior compared to Valverde.",Valverde is much better than Baena and Villarreal.
villareal,Álex Baena,"El día que Ilias decida bien la última acción, va a ser un jugador TOP. Lleva muy buena temporada el chaval, lo de Baena de otro mundo. Y Pépé me está gustando mucho, junto con Conde el mejor fichaje. Endavant",https://www.instagram.com/p/DAjkLSQqzJ3/,¡Final en Vila-real y ➕3️⃣!El Submarino se lleva un merecido triunfo ante Las Palmas tras una fantástica segunda parte en la que los amarillos enmendaron el empate de los canarios con tantos de Barry y Baena.,1.0,POSITIVE,"The comment praises Álex Baena, referring to him as 'de otro mundo' (out of this world), which indicates a very high regard for his performance. The overall tone of the comment is positive, focusing on the performance of various players, including Baena.","The day Ilias makes the right decision in the final action, he will be a TOP player. The kid is having a great season, what Baena is doing is out of this world. And I really like Pépé, along with Conde the best signing. Forward."
villareal,Álex Baena,Baena balon de oro,https://www.instagram.com/p/DAjkLSQqzJ3/,¡Final en Vila-real y ➕3️⃣!El Submarino se lleva un merecido triunfo ante Las Palmas tras una fantástica segunda parte en la que los amarillos enmendaron el empate de los canarios con tantos de Barry y Baena.,1.0,POSITIVE,"The comment expresses a positive sentiment towards Álex Baena by suggesting he deserves the Ballon d'Or, indicating strong appreciation and support.",Baena Ballon d'Or
villareal,Álex Baena,Baena solo ha necesitado 45 minutos para decantar el partido 🚀🤯,https://www.instagram.com/p/DAjkLSQqzJ3/,¡Final en Vila-real y ➕3️⃣!El Submarino se lleva un merecido triunfo ante Las Palmas tras una fantástica segunda parte en la que los amarillos enmendaron el empate de los canarios con tantos de Barry y Baena.,1.0,POSITIVE,"The comment highlights Baena's impact on the match, suggesting he was instrumental in deciding the outcome within just 45 minutes. The use of positive emojis further emphasizes the praise for his performance.",Baena only needed 45 minutes to decide the match 🚀🤯
villareal,Álex Baena,"Que barbaridad Baena, es buenísimo 😍💛",https://www.instagram.com/p/DAjkLSQqzJ3/,¡Final en Vila-real y ➕3️⃣!El Submarino se lleva un merecido triunfo ante Las Palmas tras una fantástica segunda parte en la que los amarillos enmendaron el empate de los canarios con tantos de Barry y Baena.,1.0,POSITIVE,"The comment expresses a strong positive sentiment towards Álex Baena, stating 'he is very good' with affectionate emojis, indicating admiration.","What a great player Baena, he is really good 😍💛"
villareal,Álex Baena,Un día más en la oficina para mí colega @alexbbaena 🤙🤙,https://www.instagram.com/p/DAjkLSQqzJ3/,¡Final en Vila-real y ➕3️⃣!El Submarino se lleva un merecido triunfo ante Las Palmas tras una fantástica segunda parte en la que los amarillos enmendaron el empate de los canarios con tantos de Barry y Baena.,0.5,POSITIVE,"The comment indicates a casual and supportive attitude towards Álex Baena, referring to him as 'mi colega' (my colleague) which suggests familiarity and camaraderie. The emojis (🤙🤙) contribute to a positive tone, indicating friendliness and approval.",Another day at the office for my colleague @alexbbaena 🤙🤙
villareal,Álex Baena,Baena juega a otra cosa,https://www.instagram.com/p/DAjkLSQqzJ3/,¡Final en Vila-real y ➕3️⃣!El Submarino se lleva un merecido triunfo ante Las Palmas tras una fantástica segunda parte en la que los amarillos enmendaron el empate de los canarios con tantos de Barry y Baena.,0.0,NEUTRAL,"The comment 'Baena juega a otra cosa' translates to 'Baena plays something else,' which does not express a clear opinion about the player (either negative or positive). It suggests that the commenter perceives Baena to be engaged in a different style or skill, but without context, there is no strong sentiment expressed.",Baena plays something else
villareal,Álex Baena,"Ha costat, però la màgia de Baena, inclús fallant un penal, sempre apareix. Endavant 💛",https://www.instagram.com/p/DAjkLSQqzJ3/,¡Final en Vila-real y ➕3️⃣!El Submarino se lleva un merecido triunfo ante Las Palmas tras una fantástica segunda parte en la que los amarillos enmendaron el empate de los canarios con tantos de Barry y Baena.,0.5,POSITIVE,"The comment expresses appreciation for Baena's magic despite missing a penalty, indicating support and optimism. The phrase 'Endavant' (Forward) suggests encouragement.","It has cost, but Baena's magic, even when missing a penalty, always appears. Forward 💛"
villareal,Álex Baena,What a redemption for both Barry and Baena,https://www.instagram.com/p/DAjkLSQqzJ3/,¡Final en Vila-real y ➕3️⃣!El Submarino se lleva un merecido triunfo ante Las Palmas tras una fantástica segunda parte en la que los amarillos enmendaron el empate de los canarios con tantos de Barry y Baena.,1.0,POSITIVE,"The comment expresses a positive sentiment towards both players, including Álex Baena. The use of the word 'redemption' suggests a sense of approval and good performance, which reflects positively on Baena.",What a redemption for both Barry and Baena
villareal,Álex Baena,HACERLE UNA PUTA ESTATUA A BAENA PORFAVOR CON SU ORGANO REPRODUCTOR ENORME Q JUGADOR,https://www.instagram.com/p/DAjkLSQqzJ3/,¡Final en Vila-real y ➕3️⃣!El Submarino se lleva un merecido triunfo ante Las Palmas tras una fantástica segunda parte en la que los amarillos enmendaron el empate de los canarios con tantos de Barry y Baena.,1.0,POSITIVE,"The comment expresses strong admiration for Álex Baena, suggesting that a statue should be made in his honor, while also complimenting his performance. The phrase 'Q JUGADOR' (What a player) reinforces the positive sentiment.",MAKE A F***ING STATUE OF BAENA PLEASE WITH HIS HUGE REPRODUCTIVE ORGAN WHAT A PLAYER
villareal,Álex Baena,"Baena a pesar de fallar el penalti te juega solo la segunda parte y se hace una asistencia y mete un gol, q bicharraco! 💛😍",https://www.instagram.com/p/DAjkLSQqzJ3/,¡Final en Vila-real y ➕3️⃣!El Submarino se lleva un merecido triunfo ante Las Palmas tras una fantástica segunda parte en la que los amarillos enmendaron el empate de los canarios con tantos de Barry y Baena.,1.0,POSITIVE,"The comment praises Álex Baena for his performance in the second half, highlighting his contribution of an assist and a goal despite missing a penalty. The use of positive language like 'bicharraco' (which implies he is impressive or a standout) and the emojis expressing affection amplify the positive sentiment.","Baena, despite missing the penalty, plays the second half by himself and makes an assist and scores a goal, what a beast! 💛😍"
villareal,Álex Baena,Baena te falla un penalti y aún así te gana el partido. Este tío vale oro,https://www.instagram.com/p/DAjkLSQqzJ3/,¡Final en Vila-real y ➕3️⃣!El Submarino se lleva un merecido triunfo ante Las Palmas tras una fantástica segunda parte en la que los amarillos enmendaron el empate de los canarios con tantos de Barry y Baena.,1.0,POSITIVE,"The comment praises Álex Baena despite mentioning he missed a penalty, indicating that he contributed positively to winning the match and is valued highly ('this guy is worth gold').",Baena misses a penalty and still wins the match. This guy is worth gold.
villareal,Álex Baena,Baena balón de oro,https://www.instagram.com/p/DAjkLSQqzJ3/,¡Final en Vila-real y ➕3️⃣!El Submarino se lleva un merecido triunfo ante Las Palmas tras una fantástica segunda parte en la que los amarillos enmendaron el empate de los canarios con tantos de Barry y Baena.,1.0,POSITIVE,"The comment suggests that Baena deserves the Ballon d'Or, indicating a positive sentiment towards him. The phrase 'Baena balón de oro' implies high praise and recognition for his abilities.",Baena Ballon d'Or
